file	relative_path	inferred_manual_or_generated	curation_type	dataset_id_if_applicable	used_in_stage	used_in_figure_or_table	evidence_of_manual_edit	source_file_or_publication	notes
<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	audit/results/supplement_dataset_split_provenance_v7.tsv	generated_from_curated_sources	split_definition; publication_context_mapping	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	current audit/provenance source	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.xlsx	audit/results/supplement_dataset_split_provenance_v7.xlsx	generated_from_curated_sources	split_definition; publication_context_mapping	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	current audit/provenance source	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\audit\results\supplement_dataset_split_provenance.csv	audit/results/supplement_dataset_split_provenance.csv	generated_from_curated_sources	split_definition; publication_context_mapping	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	current audit/provenance source	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\audit\results\supplement_dataset_split_provenance.tsv	audit/results/supplement_dataset_split_provenance.tsv	generated_from_curated_sources	split_definition; publication_context_mapping	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	current audit/provenance source	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\audit\results\supplement_dataset_split_provenance.xlsx	audit/results/supplement_dataset_split_provenance.xlsx	generated_from_curated_sources	split_definition; publication_context_mapping	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	current audit/provenance source	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\audit\results\weak_dataset_paper_context_audit.csv	audit/results/weak_dataset_paper_context_audit.csv	curated_boundary_context_source	boundary_context_category; publication_context_mapping	NA	09_boundary_context_audit; 18_supplementary_table_generation	Supplementary Table S3; Figure 4; Supplementary Figure S1	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	current audit/provenance source	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\audit\results\weak_dataset_paper_context_audit.tsv	audit/results/weak_dataset_paper_context_audit.tsv	curated_boundary_context_source	boundary_context_category; publication_context_mapping	NA	09_boundary_context_audit; 18_supplementary_table_generation	Supplementary Table S3; Figure 4; Supplementary Figure S1	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	current audit/provenance source	Recorded as a manual/curated input or generated table documenting curated inputs.
<original_manuscript_output_folder>\Priority3_gene_program_enrichment\FigureS2_caption_candidate.txt	final_manuscripts/revised_plots_v6/Priority3_gene_program_enrichment/FigureS2_caption_candidate.txt	manual_caption_source	caption_or_subtitle_manual_text	NA	manuscript caption assembly	Figure captions; Supplementary Figure captions	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	v6 manuscript package	Recorded as a manual/curated input or generated table documenting curated inputs.
<original_manuscript_output_folder>\supplementary_tables\Supplementary_Table_S1_dataset_level_provenance.tsv	final_manuscripts/revised_plots_v6/supplementary_tables/Supplementary_Table_S1_dataset_level_provenance.tsv	generated_from_curated_sources	split_definition; publication_context_mapping	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	v6 manuscript package	Recorded as a manual/curated input or generated table documenting curated inputs.
<original_manuscript_output_folder>\supplementary_tables\Supplementary_Table_S1_dataset_level_provenance.xlsx	final_manuscripts/revised_plots_v6/supplementary_tables/Supplementary_Table_S1_dataset_level_provenance.xlsx	generated_from_curated_sources	split_definition; publication_context_mapping	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	v6 manuscript package	Recorded as a manual/curated input or generated table documenting curated inputs.
<original_manuscript_output_folder>\supplementary_tables\Supplementary_Table_S2_split_level_contrasts.tsv	final_manuscripts/revised_plots_v6/supplementary_tables/Supplementary_Table_S2_split_level_contrasts.tsv	manual_or_curated_candidate	other_manual_input	NA	manual input documentation	supporting documentation	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	v6 manuscript package	Recorded as a manual/curated input or generated table documenting curated inputs.
<original_manuscript_output_folder>\supplementary_tables\Supplementary_Table_S2_split_level_contrasts.xlsx	final_manuscripts/revised_plots_v6/supplementary_tables/Supplementary_Table_S2_split_level_contrasts.xlsx	manual_or_curated_candidate	other_manual_input	NA	manual input documentation	supporting documentation	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	v6 manuscript package	Recorded as a manual/curated input or generated table documenting curated inputs.
<original_manuscript_output_folder>\supplementary_tables\Supplementary_Table_S3_late_context_shifted_boundary_audit.tsv	final_manuscripts/revised_plots_v6/supplementary_tables/Supplementary_Table_S3_late_context_shifted_boundary_audit.tsv	curated_boundary_context_source	boundary_context_category; publication_context_mapping	NA	09_boundary_context_audit; 18_supplementary_table_generation	Supplementary Table S3; Figure 4; Supplementary Figure S1	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	v6 manuscript package	Recorded as a manual/curated input or generated table documenting curated inputs.
<original_manuscript_output_folder>\supplementary_tables\Supplementary_Table_S3_late_context_shifted_boundary_audit.xlsx	final_manuscripts/revised_plots_v6/supplementary_tables/Supplementary_Table_S3_late_context_shifted_boundary_audit.xlsx	curated_boundary_context_source	boundary_context_category; publication_context_mapping	NA	09_boundary_context_audit; 18_supplementary_table_generation	Supplementary Table S3; Figure 4; Supplementary Figure S1	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	v6 manuscript package	Recorded as a manual/curated input or generated table documenting curated inputs.
<original_manuscript_output_folder>\v6_manual_caption_replacement_table.tsv	final_manuscripts/revised_plots_v6/v6_manual_caption_replacement_table.tsv	manual_caption_source	caption_or_subtitle_manual_text	NA	manuscript caption assembly	Figure captions; Supplementary Figure captions	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	v6 manuscript package	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\GSE167521_design.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/GSE167521_design.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	GSE167521_design	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\GSE190850_HUMAN_design.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/GSE190850_HUMAN_design.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	GSE190850_HUMAN	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\GSE262515_design.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/GSE262515_design.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	GSE262515_design	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\GSE264344_design.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/GSE264344_design.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	GSE264344_design	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\GSE279372_design.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/GSE279372_design.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	GSE279372_design	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\GSE279744_design.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/GSE279744_design.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	GSE279744_design	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\GSE39129_design.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/GSE39129_design.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	GSE39129_design	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\splited\_audit_time_windows\mouse_counts_by_dataset.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/splited/_audit_time_windows/mouse_counts_by_dataset.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\splited\_audit_time_windows\mouse_counts_overall.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/splited/_audit_time_windows/mouse_counts_overall.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\splited\_audit_time_windows\mouse_file_listing_with_H.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/splited/_audit_time_windows/mouse_file_listing_with_H.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\splited\control_report.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/splited/control_report.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\splited\GSE167521_design\GSE167521_design__contrast_index.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/splited/GSE167521_design/GSE167521_design__contrast_index.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	GSE167521_design	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\splited\GSE167521_design\GSE167521_design__group_map.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/splited/GSE167521_design/GSE167521_design__group_map.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	GSE167521_design	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\splited\GSE167521_design\GSE167521_design__T=skin__H=24__B=NA__G=delivery_lnp__VS=baseline_0.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/splited/GSE167521_design/GSE167521_design__T=skin__H=24__B=NA__G=delivery_lnp__VS=baseline_0.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	GSE167521_design	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\splited\GSE190850_HUMAN_design\GSE190850_HUMAN_design__contrast_index.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/splited/GSE190850_HUMAN_design/GSE190850_HUMAN_design__contrast_index.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	GSE190850_HUMAN	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\splited\GSE190850_HUMAN_design\GSE190850_HUMAN_design__group_map.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/splited/GSE190850_HUMAN_design/GSE190850_HUMAN_design__group_map.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	GSE190850_HUMAN	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\splited\GSE190850_HUMAN_design\GSE190850_HUMAN_design__T=BALF__H=1344__B=NA__G=GID00119535__VS=delivery_unstimulated.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/splited/GSE190850_HUMAN_design/GSE190850_HUMAN_design__T=BALF__H=1344__B=NA__G=GID00119535__VS=delivery_unstimulated.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	GSE190850_HUMAN	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\splited\GSE262515_design\GSE262515_design__contrast_index.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/splited/GSE262515_design/GSE262515_design__contrast_index.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	GSE262515_design	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\splited\GSE262515_design\GSE262515_design__group_map.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/splited/GSE262515_design/GSE262515_design__group_map.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	GSE262515_design	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\splited\GSE262515_design\GSE262515_design__T=cell_line__H=72__B=NA__G=delivery_tlnp_sihbv_50nm__VS=baseline_0.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/splited/GSE262515_design/GSE262515_design__T=cell_line__H=72__B=NA__G=delivery_tlnp_sihbv_50nm__VS=baseline_0.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	GSE262515_design	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\splited\GSE262515_design\GSE262515_design__T=cell_line__H=72__B=NA__G=delivery_tlnp_sinc_50nm__VS=baseline_0.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/splited/GSE262515_design/GSE262515_design__T=cell_line__H=72__B=NA__G=delivery_tlnp_sinc_50nm__VS=baseline_0.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	GSE262515_design	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\splited\GSE262515_design\GSE262515_design__T=tissue__H=72__B=NA__G=delivery_tlnp_sihbv_1mg_kg__VS=baseline_0.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/splited/GSE262515_design/GSE262515_design__T=tissue__H=72__B=NA__G=delivery_tlnp_sihbv_1mg_kg__VS=baseline_0.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	GSE262515_design	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\splited\GSE262515_design\GSE262515_design__T=tissue__H=72__B=NA__G=delivery_tlnp_sihbv_2_5mg_kg__VS=baseline_0.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/splited/GSE262515_design/GSE262515_design__T=tissue__H=72__B=NA__G=delivery_tlnp_sihbv_2_5mg_kg__VS=baseline_0.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	GSE262515_design	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\splited\GSE262515_design\GSE262515_design__T=tissue__H=72__B=NA__G=delivery_tlnp_sinc_1mg_kg__VS=baseline_0.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/splited/GSE262515_design/GSE262515_design__T=tissue__H=72__B=NA__G=delivery_tlnp_sinc_1mg_kg__VS=baseline_0.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	GSE262515_design	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\splited\GSE264344_design\GSE264344_design__contrast_index.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/splited/GSE264344_design/GSE264344_design__contrast_index.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	GSE264344_design	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\splited\GSE264344_design\GSE264344_design__group_map.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/splited/GSE264344_design/GSE264344_design__group_map.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	GSE264344_design	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\splited\GSE264344_design\GSE264344_design__T=Blood__H=1__B=NA__G=delivery_ad26__VS=baseline_0.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=1__B=NA__G=delivery_ad26__VS=baseline_0.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	GSE264344_design	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\splited\GSE264344_design\GSE264344_design__T=Blood__H=1__B=NA__G=delivery_ad5__VS=baseline_0.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=1__B=NA__G=delivery_ad5__VS=baseline_0.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	GSE264344_design	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\splited\GSE264344_design\GSE264344_design__T=Blood__H=12__B=NA__G=delivery_ad26__VS=baseline_0.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=12__B=NA__G=delivery_ad26__VS=baseline_0.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	GSE264344_design	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\splited\GSE264344_design\GSE264344_design__T=Blood__H=12__B=NA__G=delivery_ad5__VS=baseline_0.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=12__B=NA__G=delivery_ad5__VS=baseline_0.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	GSE264344_design	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\splited\GSE264344_design\GSE264344_design__T=Blood__H=24__B=NA__G=delivery_ad26__VS=baseline_0.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=24__B=NA__G=delivery_ad26__VS=baseline_0.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	GSE264344_design	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\splited\GSE264344_design\GSE264344_design__T=Blood__H=24__B=NA__G=delivery_ad5__VS=baseline_0.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=24__B=NA__G=delivery_ad5__VS=baseline_0.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	GSE264344_design	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\splited\GSE264344_design\GSE264344_design__T=Blood__H=3__B=NA__G=delivery_ad26__VS=baseline_0.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=3__B=NA__G=delivery_ad26__VS=baseline_0.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	GSE264344_design	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
<local_project_root>\Hypergator_scripts\InnateImmuneResponseScore\verified_metadata\splited\GSE264344_design\GSE264344_design__T=Blood__H=3__B=NA__G=delivery_ad5__VS=baseline_0.tsv	Hypergator_scripts/InnateImmuneResponseScore/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=3__B=NA__G=delivery_ad5__VS=baseline_0.tsv	manual_or_curated_input	treatment_control_label; tissue_timepoint_annotation; split_definition	GSE264344_design	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	filename/path indicates verified, curated, role, context, mapping, or manual caption source; values not regenerated here	verified metadata directory	Recorded as a manual/curated input or generated table documenting curated inputs.
